,CodaViolation,Condition,Item,OnsetViolation,PageType,ReactionTime,Response,Subject,TrialNumber,Version,Vowel,YesPosition
4118,1,worst,wlratlumr,1,Catch,3484,0,A1YWJ3SMYC3W23,22,2,,0
4119,0,GG,snass,0,Test,1359,1,A1YWJ3SMYC3W23,23,2,a,0
4120,1,worst,tmuhriz,1,Catch,1606,0,A1YWJ3SMYC3W23,24,2,,0
4121,1,GB,blod,0,Test,3599,0,A1YWJ3SMYC3W23,25,2,o,1
4122,0,BG,lrug,1,Test,2006,0,A1YWJ3SMYC3W23,26,2,u,0
4123,1,GB,thrishk,0,Test,3996,0,A1YWJ3SMYC3W23,27,2,i,0
4124,1,best,merly,1,Catch,1647,1,A1YWJ3SMYC3W23,28,2,,1
4125,1,worst,kflisgwevr,1,Catch,4150,0,A1YWJ3SMYC3W23,29,2,,0
4126,1,BB,zmemth,1,Test,2361,0,A1YWJ3SMYC3W23,30,2,e,0
4127,0,BG,shnun,1,Test,3217,0,A1YWJ3SMYC3W23,31,2,u,1
4128,0,BG,zmaz,1,Test,3265,1,A1YWJ3SMYC3W23,32,2,a,1
4129,1,BB,hrutp,1,Test,1807,0,A1YWJ3SMYC3W23,33,2,u,0
4130,1,GB,gloosf,0,Test,2111,0,A1YWJ3SMYC3W23,34,2,oo,1
4131,0,GG,striff,0,Test,1601,1,A1YWJ3SMYC3W23,35,2,i,0
4132,1,worst,psafzotrl,1,Catch,1415,0,A1YWJ3SMYC3W23,36,2,,0
4133,1,GB,frootp,0,Test,3164,0,A1YWJ3SMYC3W23,37,2,oo,1
4134,1,best,claffer,1,Catch,1419,1,A1YWJ3SMYC3W23,38,2,,0
4188,0,BG,hrul,1,Test,9821,0,A1ZQAFHB1PO1CZ,3,1,u,0
4189,1,best,frotion,1,Catch,6324,1,A1ZQAFHB1PO1CZ,4,1,,1
4190,1,BB,thnathf,1,Test,1664,0,A1ZQAFHB1PO1CZ,5,1,a,1
4191,1,GB,slemth,0,Test,3174,1,A1ZQAFHB1PO1CZ,6,1,e,0
4192,1,BB,shlokp,1,Test,1398,0,A1ZQAFHB1PO1CZ,7,1,o,0
4193,0,BG,zmen,1,Test,1939,0,A1ZQAFHB1PO1CZ,8,1,e,1
4194,1,GB,trusf,0,Test,1534,1,A1ZQAFHB1PO1CZ,9,1,u,0
4195,1,BB,shpishk,1,Test,2209,0,A1ZQAFHB1PO1CZ,10,1,i,1
4196,1,worst,kflisgwevr,1,Catch,1374,0,A1ZQAFHB1PO1CZ,11,1,,0
4197,1,best,bressic,1,Catch,1941,0,A1ZQAFHB1PO1CZ,12,1,,0
4198,1,best,spellion,1,Catch,3292,0,A1ZQAFHB1PO1CZ,13,1,,1
4199,1,best,merly,1,Catch,1681,1,A1ZQAFHB1PO1CZ,14,1,,1
4200,1,worst,zgdokpevf,1,Catch,1094,0,A1ZQAFHB1PO1CZ,15,1,,1
4201,1,worst,wlratlumr,1,Catch,1240,0,A1ZQAFHB1PO1CZ,16,1,,0
4202,0,BG,dlood,1,Test,1364,0,A1ZQAFHB1PO1CZ,17,1,oo,0
4203,0,BG,shpeff,1,Test,2332,0,A1ZQAFHB1PO1CZ,18,1,e,1
4204,1,worst,lbafthrizk,1,Catch,1117,0,A1ZQAFHB1PO1CZ,19,1,,0
4205,1,best,dellous,1,Catch,2544,1,A1ZQAFHB1PO1CZ,20,1,,1
4206,0,GG,blom,0,Test,5979,0,A1ZQAFHB1PO1CZ,21,1,o,0
4207,1,GB,brafsh,0,Test,2085,0,A1ZQAFHB1PO1CZ,22,1,a,0
4208,1,GB,prad,0,Test,1172,0,A1ZQAFHB1PO1CZ,23,1,a,0
4209,0,GG,shrell,0,Test,6390,0,A1ZQAFHB1PO1CZ,24,1,e,0
4210,0,GG,thrit,0,Test,2755,1,A1ZQAFHB1PO1CZ,25,1,i,1
4211,0,GG,froom,0,Test,6335,0,A1ZQAFHB1PO1CZ,26,1,oo,1
4212,1,worst,tmuhriz,1,Catch,1094,0,A1ZQAFHB1PO1CZ,27,1,,1
4213,1,best,claffer,1,Catch,2896,0,A1ZQAFHB1PO1CZ,28,1,,0
4214,1,worst,psafzotrl,1,Catch,1196,0,A1ZQAFHB1PO1CZ,29,1,,0
4215,1,GB,flepk,0,Test,1284,0,A1ZQAFHB1PO1CZ,30,1,e,0
4216,0,GG,krizz,0,Test,1835,0,A1ZQAFHB1PO1CZ,31,1,i,1
4217,0,GG,gloo,0,Test,2889,1,A1ZQAFHB1PO1CZ,32,1,oo,1
4218,1,BB,shtithp,1,Test,2980,0,A1ZQAFHB1PO1CZ,33,1,i,1
4219,0,BG,shlock,1,Test,4166,1,A1ZQAFHB1PO1CZ,34,1,o,0
4220,1,BB,thmathf,1,Test,1239,0,A1ZQAFHB1PO1CZ,35,1,a,0
4221,1,GB,skuthp,0,Test,3400,0,A1ZQAFHB1PO1CZ,36,1,u,0
4222,1,BB,shtopk,1,Test,1806,0,A1ZQAFHB1PO1CZ,37,1,o,1
4223,0,BG,thnoop,1,Test,1883,0,A1ZQAFHB1PO1CZ,38,1,oo,1
4402,1,GB,strishk,0,Test,11975,0,A21QCCTHXWLFKS,3,3,i,1
4403,1,worst,psafzotrl,1,Catch,4266,0,A21QCCTHXWLFKS,4,3,,0
4404,1,worst,zgdokpevf,1,Catch,2983,0,A21QCCTHXWLFKS,5,3,,0
4405,1,best,claffer,1,Catch,3516,1,A21QCCTHXWLFKS,6,3,,1
4406,1,GB,gropk,0,Test,3275,0,A21QCCTHXWLFKS,7,3,o,0
4407,1,GB,drathf,0,Test,3613,0,A21QCCTHXWLFKS,8,3,a,1
4408,1,worst,tmuhriz,1,Catch,2909,0,A21QCCTHXWLFKS,9,3,,1
4409,1,best,spellion,1,Catch,3834,1,A21QCCTHXWLFKS,10,3,,0
4410,0,BG,thlizz,1,Test,2688,0,A21QCCTHXWLFKS,11,3,i,0
4411,0,GG,plen,0,Test,2352,0,A21QCCTHXWLFKS,12,3,e,1
4412,0,GG,skreff,0,Test,2254,0,A21QCCTHXWLFKS,13,3,e,0
4413,1,worst,kflisgwevr,1,Catch,1963,0,A21QCCTHXWLFKS,14,3,,0
4414,1,best,bressic,1,Catch,2999,1,A21QCCTHXWLFKS,15,3,,1
4415,0,BG,dloo,1,Test,1945,0,A21QCCTHXWLFKS,16,3,oo,1
4416,1,worst,wlratlumr,1,Catch,2036,0,A21QCCTHXWLFKS,17,3,,0
4417,1,GB,snathf,0,Test,2812,0,A21QCCTHXWLFKS,18,3,a,0
4418,1,BB,vlemth,1,Test,2274,0,A21QCCTHXWLFKS,19,3,e,1
4419,1,BB,vlafsh,1,Test,2502,0,A21QCCTHXWLFKS,20,3,a,0
4420,0,BG,shnell,1,Test,2117,1,A21QCCTHXWLFKS,21,3,e,1
4421,0,BG,hroom,1,Test,2740,0,A21QCCTHXWLFKS,22,3,oo,0
4422,0,GG,smul,0,Test,3193,1,A21QCCTHXWLFKS,23,3,u,1
4423,1,BB,zmad,1,Test,2005,0,A21QCCTHXWLFKS,24,3,a,0
4424,0,BG,thlom,1,Test,3900,0,A21QCCTHXWLFKS,25,3,o,0
4425,1,worst,lbafthrizk,1,Catch,1852,0,A21QCCTHXWLFKS,26,3,,1
4426,0,GG,spood,0,Test,1776,1,A21QCCTHXWLFKS,27,3,oo,0
4427,1,best,merly,1,Catch,2243,1,A21QCCTHXWLFKS,28,3,,0
4428,1,GB,swokp,0,Test,1769,0,A21QCCTHXWLFKS,29,3,o,0
4429,0,BG,lrit,1,Test,1871,0,A21QCCTHXWLFKS,30,3,i,0
4430,1,GB,stithp,0,Test,4502,0,A21QCCTHXWLFKS,31,3,i,1
4431,1,BB,lrusf,1,Test,1896,0,A21QCCTHXWLFKS,32,3,u,1
4432,1,BB,shnuthp,1,Test,2272,0,A21QCCTHXWLFKS,33,3,u,0
4433,0,GG,kloop,0,Test,1812,1,A21QCCTHXWLFKS,34,3,oo,1
4434,1,BB,thmepk,1,Test,1862,0,A21QCCTHXWLFKS,35,3,e,1
4435,1,best,frotion,1,Catch,2187,1,A21QCCTHXWLFKS,36,3,,0
4436,1,best,dellous,1,Catch,2999,1,A21QCCTHXWLFKS,37,3,,1
4437,0,GG,splock,0,Test,2553,1,A21QCCTHXWLFKS,38,3,o,0
4561,0,BG,shtip,1,Test,6904,1,A21UA6O7ZFAIQJ,3,0,i,0
4562,1,BB,lrishk,1,Test,2753,0,A21UA6O7ZFAIQJ,4,0,i,0
4563,1,worst,tmuhriz,1,Catch,2128,0,A21UA6O7ZFAIQJ,5,0,,1
4564,1,worst,psafzotrl,1,Catch,2310,0,A21UA6O7ZFAIQJ,6,0,,0
4565,1,best,bressic,1,Catch,2160,1,A21UA6O7ZFAIQJ,7,0,,1
4566,0,GG,praz,0,Test,1733,1,A21UA6O7ZFAIQJ,8,0,a,0
4567,0,BG,shpiff,1,Test,1848,0,A21UA6O7ZFAIQJ,9,0,i,0
4568,1,GB,plemth,0,Test,1686,0,A21UA6O7ZFAIQJ,10,0,e,0
4569,0,GG,brack,0,Test,1746,1,A21UA6O7ZFAIQJ,11,0,a,1
4570,1,best,frotion,1,Catch,2246,1,A21UA6O7ZFAIQJ,12,0,,0
4571,1,BB,hrootp,1,Test,2214,0,A21UA6O7ZFAIQJ,13,0,oo,0
4572,1,GB,splokp,0,Test,1289,0,A21UA6O7ZFAIQJ,14,0,o,0
4573,0,GG,skun,0,Test,2410,1,A21UA6O7ZFAIQJ,15,0,u,1
4574,1,BB,thlod,1,Test,1814,0,A21UA6O7ZFAIQJ,16,0,o,0
4575,1,best,spellion,1,Catch,2189,1,A21UA6O7ZFAIQJ,17,0,,1
4576,1,BB,thlishp,1,Test,3141,0,A21UA6O7ZFAIQJ,18,0,i,0
4577,1,BB,dloosf,1,Test,3737,0,A21UA6O7ZFAIQJ,19,0,oo,1
4578,0,GG,fleg,0,Test,1546,1,A21UA6O7ZFAIQJ,20,0,e,1
4579,1,worst,zgdokpevf,1,Catch,1633,0,A21UA6O7ZFAIQJ,21,0,,0
4580,1,worst,wlratlumr,1,Catch,1518,0,A21UA6O7ZFAIQJ,22,0,,0
4581,0,GG,sle,0,Test,1506,1,A21UA6O7ZFAIQJ,23,0,e,0
4582,1,best,merly,1,Catch,3011,1,A21UA6O7ZFAIQJ,24,0,,1
4583,0,BG,shlod,1,Test,1791,1,A21UA6O7ZFAIQJ,25,0,o,0
4584,1,worst,lbafthrizk,1,Catch,1452,0,A21UA6O7ZFAIQJ,26,0,,0
4585,1,worst,kflisgwevr,1,Catch,2413,0,A21UA6O7ZFAIQJ,27,0,,1
4586,1,GB,spooshp,0,Test,2681,0,A21UA6O7ZFAIQJ,28,0,oo,0
4587,0,BG,thnass,1,Test,1415,0,A21UA6O7ZFAIQJ,29,0,a,1
4588,1,GB,skrefsh,0,Test,1917,0,A21UA6O7ZFAIQJ,30,0,e,0
4589,0,BG,shtot,1,Test,1474,0,A21UA6O7ZFAIQJ,31,0,o,0
4590,0,BG,thmass,1,Test,1926,0,A21UA6O7ZFAIQJ,32,0,a,0
4591,1,best,claffer,1,Catch,1223,1,A21UA6O7ZFAIQJ,33,0,,0
4592,1,GB,smutp,0,Test,2092,0,A21UA6O7ZFAIQJ,34,0,u,0
4593,1,best,dellous,1,Catch,2572,1,A21UA6O7ZFAIQJ,35,0,,0
4594,0,GG,trug,0,Test,1769,1,A21UA6O7ZFAIQJ,36,0,u,1
4595,1,BB,shnethk,1,Test,1255,0,A21UA6O7ZFAIQJ,37,0,e,1
4596,1,GB,kloothk,0,Test,1758,0,A21UA6O7ZFAIQJ,38,0,oo,0
5127,0,BG,shtot,1,Test,7828,0,A27XTUPJZARIC2,3,0,o,0
5128,1,BB,thlod,1,Test,2718,0,A27XTUPJZARIC2,4,0,o,0
5129,1,worst,psafzotrl,1,Catch,2095,0,A27XTUPJZARIC2,5,0,,0
5130,1,BB,shnethk,1,Test,2766,1,A27XTUPJZARIC2,6,0,e,1
5131,1,BB,dloosf,1,Test,4393,0,A27XTUPJZARIC2,7,0,oo,0
5132,1,worst,zgdokpevf,1,Catch,6785,0,A27XTUPJZARIC2,8,0,,1
5133,1,GB,skrefsh,0,Test,3249,0,A27XTUPJZARIC2,9,0,e,1
5134,1,best,frotion,1,Catch,2575,1,A27XTUPJZARIC2,10,0,,1
5135,0,GG,praz,0,Test,2729,1,A27XTUPJZARIC2,11,0,a,0
5136,1,GB,kloothk,0,Test,2343,0,A27XTUPJZARIC2,12,0,oo,1
5137,1,best,merly,1,Catch,2606,1,A27XTUPJZARIC2,13,0,,0
5138,1,GB,spooshp,0,Test,2966,0,A27XTUPJZARIC2,14,0,oo,0
5139,0,GG,trug,0,Test,1843,1,A27XTUPJZARIC2,15,0,u,0
5140,0,BG,shlod,1,Test,1864,0,A27XTUPJZARIC2,16,0,o,0
5141,0,BG,thmass,1,Test,2243,0,A27XTUPJZARIC2,17,0,a,0
5142,1,best,bressic,1,Catch,3846,1,A27XTUPJZARIC2,18,0,,0
5143,1,BB,lrishk,1,Test,3216,0,A27XTUPJZARIC2,19,0,i,0
5144,1,best,spellion,1,Catch,3330,1,A27XTUPJZARIC2,20,0,,1
5145,0,GG,sle,0,Test,3592,0,A27XTUPJZARIC2,21,0,e,0
5146,1,worst,tmuhriz,1,Catch,2140,0,A27XTUPJZARIC2,22,0,,1
5147,0,BG,thnass,1,Test,2094,0,A27XTUPJZARIC2,23,0,a,0
5148,0,BG,shtip,1,Test,2075,0,A27XTUPJZARIC2,24,0,i,1
5149,1,GB,plemth,0,Test,2732,1,A27XTUPJZARIC2,25,0,e,0
5150,1,BB,thlishp,1,Test,1751,1,A27XTUPJZARIC2,26,0,i,1
5151,0,BG,shpiff,1,Test,3157,0,A27XTUPJZARIC2,27,0,i,0
5152,1,worst,wlratlumr,1,Catch,2462,0,A27XTUPJZARIC2,28,0,,1
5153,1,BB,hrootp,1,Test,2228,0,A27XTUPJZARIC2,29,0,oo,1
5154,1,best,dellous,1,Catch,2559,1,A27XTUPJZARIC2,30,0,,0
5155,0,GG,skun,0,Test,2877,1,A27XTUPJZARIC2,31,0,u,0
5156,1,GB,splokp,0,Test,2626,0,A27XTUPJZARIC2,32,0,o,0
5157,0,GG,fleg,0,Test,2661,0,A27XTUPJZARIC2,33,0,e,1
5158,1,worst,lbafthrizk,1,Catch,1808,0,A27XTUPJZARIC2,34,0,,0
5159,0,GG,brack,0,Test,1741,1,A27XTUPJZARIC2,35,0,a,0
5160,1,worst,kflisgwevr,1,Catch,2095,0,A27XTUPJZARIC2,36,0,,1
5161,1,best,claffer,1,Catch,2620,1,A27XTUPJZARIC2,37,0,,1
5162,1,GB,smutp,0,Test,2566,0,A27XTUPJZARIC2,38,0,u,0
5260,0,GG,plen,0,Test,5478,1,A28J4SW0GG4II3,3,3,e,0
5261,1,GB,stithp,0,Test,2346,0,A28J4SW0GG4II3,4,3,i,0
5262,1,best,bressic,1,Catch,2337,1,A28J4SW0GG4II3,5,3,,1
5263,0,BG,lrit,1,Test,3543,1,A28J4SW0GG4II3,6,3,i,0
5264,0,BG,dloo,1,Test,1926,0,A28J4SW0GG4II3,7,3,oo,1
5265,1,worst,lbafthrizk,1,Catch,1834,0,A28J4SW0GG4II3,8,3,,1
5266,0,GG,smul,0,Test,1404,0,A28J4SW0GG4II3,9,3,u,1
5267,1,worst,psafzotrl,1,Catch,1816,0,A28J4SW0GG4II3,10,3,,0
5268,0,GG,splock,0,Test,2217,1,A28J4SW0GG4II3,11,3,o,0
5269,1,BB,lrusf,1,Test,2486,0,A28J4SW0GG4II3,12,3,u,0
5270,1,best,claffer,1,Catch,1449,1,A28J4SW0GG4II3,13,3,,0
5271,1,BB,thmepk,1,Test,2104,0,A28J4SW0GG4II3,14,3,e,1
5272,0,GG,spood,0,Test,2265,1,A28J4SW0GG4II3,15,3,oo,1
5273,1,GB,drathf,0,Test,2110,0,A28J4SW0GG4II3,16,3,a,0
5274,1,BB,zmad,1,Test,1802,0,A28J4SW0GG4II3,17,3,a,0
5275,0,BG,thlizz,1,Test,1649,0,A28J4SW0GG4II3,18,3,i,1
5276,1,best,spellion,1,Catch,1563,1,A28J4SW0GG4II3,19,3,,1
5277,1,GB,strishk,0,Test,2973,1,A28J4SW0GG4II3,20,3,i,0
5278,1,BB,vlafsh,1,Test,2141,0,A28J4SW0GG4II3,21,3,a,1
5279,0,GG,kloop,0,Test,1437,1,A28J4SW0GG4II3,22,3,oo,1
5280,1,worst,kflisgwevr,1,Catch,1655,0,A28J4SW0GG4II3,23,3,,1
5281,1,GB,gropk,0,Test,1859,1,A28J4SW0GG4II3,24,3,o,1
5282,1,worst,tmuhriz,1,Catch,2853,0,A28J4SW0GG4II3,25,3,,0
5283,1,worst,wlratlumr,1,Catch,1709,0,A28J4SW0GG4II3,26,3,,1
5284,1,GB,snathf,0,Test,2616,0,A28J4SW0GG4II3,27,3,a,1
5285,0,BG,thlom,1,Test,2135,1,A28J4SW0GG4II3,28,3,o,0
5286,0,BG,hroom,1,Test,1871,0,A28J4SW0GG4II3,29,3,oo,0
5287,1,best,dellous,1,Catch,1596,1,A28J4SW0GG4II3,30,3,,0
5288,0,BG,shnell,1,Test,1875,1,A28J4SW0GG4II3,31,3,e,0
5289,1,best,merly,1,Catch,1273,1,A28J4SW0GG4II3,32,3,,0
5290,1,worst,zgdokpevf,1,Catch,1222,0,A28J4SW0GG4II3,33,3,,0
5291,1,GB,swokp,0,Test,1958,0,A28J4SW0GG4II3,34,3,o,0
5292,0,GG,skreff,0,Test,1940,1,A28J4SW0GG4II3,35,3,e,1
5293,1,BB,vlemth,1,Test,1493,0,A28J4SW0GG4II3,36,3,e,1
5294,1,best,frotion,1,Catch,1787,1,A28J4SW0GG4II3,37,3,,0
5295,1,BB,shnuthp,1,Test,2087,0,A28J4SW0GG4II3,38,3,u,1
5349,1,BB,thmathf,1,Test,10159,0,A29PB2C8XD8TVG,3,1,a,1
5350,1,best,bressic,1,Catch,10517,1,A29PB2C8XD8TVG,4,1,,1
5351,0,GG,gloo,0,Test,4767,1,A29PB2C8XD8TVG,5,1,oo,0
5352,1,BB,shpishk,1,Test,3566,0,A29PB2C8XD8TVG,6,1,i,1
5353,1,GB,trusf,0,Test,4385,0,A29PB2C8XD8TVG,7,1,u,0
5354,0,GG,froom,0,Test,3405,1,A29PB2C8XD8TVG,8,1,oo,0
5355,1,GB,flepk,0,Test,3695,0,A29PB2C8XD8TVG,9,1,e,0
5356,1,worst,kflisgwevr,1,Catch,2498,0,A29PB2C8XD8TVG,10,1,,0
5357,1,BB,thnathf,1,Test,3216,0,A29PB2C8XD8TVG,11,1,a,1
5358,1,best,merly,1,Catch,2207,1,A29PB2C8XD8TVG,12,1,,1
5359,0,GG,thrit,0,Test,4082,1,A29PB2C8XD8TVG,13,1,i,0
5360,1,best,claffer,1,Catch,3278,1,A29PB2C8XD8TVG,14,1,,0
5361,0,BG,zmen,1,Test,2330,1,A29PB2C8XD8TVG,15,1,e,1
5362,1,worst,zgdokpevf,1,Catch,3714,0,A29PB2C8XD8TVG,16,1,,1
5363,1,best,dellous,1,Catch,3033,1,A29PB2C8XD8TVG,17,1,,0
5364,0,BG,hrul,1,Test,1747,0,A29PB2C8XD8TVG,18,1,u,1
5365,0,BG,shpeff,1,Test,2579,0,A29PB2C8XD8TVG,19,1,e,0
5366,1,BB,shtithp,1,Test,2189,0,A29PB2C8XD8TVG,20,1,i,0
5367,1,GB,skuthp,0,Test,1838,0,A29PB2C8XD8TVG,21,1,u,1
5368,0,GG,blom,0,Test,4451,1,A29PB2C8XD8TVG,22,1,o,0
5369,1,worst,wlratlumr,1,Catch,3541,0,A29PB2C8XD8TVG,23,1,,0
5370,1,GB,prad,0,Test,3004,0,A29PB2C8XD8TVG,24,1,a,1
5371,1,worst,tmuhriz,1,Catch,1692,0,A29PB2C8XD8TVG,25,1,,1
5372,1,worst,lbafthrizk,1,Catch,1251,0,A29PB2C8XD8TVG,26,1,,1
5373,0,BG,shlock,1,Test,2081,1,A29PB2C8XD8TVG,27,1,o,1
5374,1,GB,brafsh,0,Test,3585,1,A29PB2C8XD8TVG,28,1,a,1
5375,1,worst,psafzotrl,1,Catch,1667,0,A29PB2C8XD8TVG,29,1,,1
5376,1,best,spellion,1,Catch,1924,1,A29PB2C8XD8TVG,30,1,,1
5377,1,BB,shtopk,1,Test,3388,0,A29PB2C8XD8TVG,31,1,o,0
5378,1,best,frotion,1,Catch,2515,1,A29PB2C8XD8TVG,32,1,,1
5379,0,BG,thnoop,1,Test,5138,0,A29PB2C8XD8TVG,33,1,oo,0
5380,0,BG,dlood,1,Test,3084,1,A29PB2C8XD8TVG,34,1,oo,1
5381,0,GG,krizz,0,Test,2466,1,A29PB2C8XD8TVG,35,1,i,0
5382,1,GB,slemth,0,Test,3068,1,A29PB2C8XD8TVG,36,1,e,1
5383,1,BB,shlokp,1,Test,2588,0,A29PB2C8XD8TVG,37,1,o,0
5384,0,GG,shrell,0,Test,1461,1,A29PB2C8XD8TVG,38,1,e,0
5475,0,GG,drass,0,Test,6125,1,A2BWXSPIQB0Z0M,3,2,a,0
5476,1,best,dellous,1,Catch,4279,1,A2BWXSPIQB0Z0M,4,2,,1
5477,0,BG,vle,1,Test,2572,0,A2BWXSPIQB0Z0M,5,2,e,1
5478,1,GB,krishp,0,Test,5044,0,A2BWXSPIQB0Z0M,6,2,i,0
5479,0,GG,grot,0,Test,2772,1,A2BWXSPIQB0Z0M,7,2,o,1
5480,1,worst,kflisgwevr,1,Catch,2148,0,A2BWXSPIQB0Z0M,8,2,,1
5481,0,BG,vlack,1,Test,3572,0,A2BWXSPIQB0Z0M,9,2,a,1
5482,1,best,merly,1,Catch,2316,1,A2BWXSPIQB0Z0M,10,2,,0
5483,0,GG,swod,0,Test,1980,1,A2BWXSPIQB0Z0M,11,2,o,0
5484,1,BB,shpefsh,1,Test,2892,0,A2BWXSPIQB0Z0M,12,2,e,0
5485,1,best,bressic,1,Catch,2364,1,A2BWXSPIQB0Z0M,13,2,,1
5486,0,BG,zmaz,1,Test,1579,0,A2BWXSPIQB0Z0M,14,2,a,1
5487,0,BG,lrug,1,Test,1828,0,A2BWXSPIQB0Z0M,15,2,u,1
5488,1,best,claffer,1,Catch,1852,1,A2BWXSPIQB0Z0M,16,2,,0
5489,0,GG,stip,0,Test,2204,1,A2BWXSPIQB0Z0M,17,2,i,0
5490,1,worst,wlratlumr,1,Catch,2260,0,A2BWXSPIQB0Z0M,18,2,,1
5491,1,BB,hrutp,1,Test,2124,0,A2BWXSPIQB0Z0M,19,2,u,0
5492,1,BB,thnoothk,1,Test,2252,0,A2BWXSPIQB0Z0M,20,2,oo,0
5493,0,GG,striff,0,Test,1732,1,A2BWXSPIQB0Z0M,21,2,i,1
5494,1,GB,shrethk,0,Test,2484,0,A2BWXSPIQB0Z0M,22,2,e,1
5495,0,BG,shnun,1,Test,2460,0,A2BWXSPIQB0Z0M,23,2,u,0
5496,1,BB,zmemth,1,Test,1860,0,A2BWXSPIQB0Z0M,24,2,e,1
5497,0,GG,snass,0,Test,1580,1,A2BWXSPIQB0Z0M,25,2,a,0
5498,1,best,spellion,1,Catch,1460,1,A2BWXSPIQB0Z0M,26,2,,0
5499,1,worst,lbafthrizk,1,Catch,1828,0,A2BWXSPIQB0Z0M,27,2,,1
5500,1,GB,blod,0,Test,2316,0,A2BWXSPIQB0Z0M,28,2,o,1
5501,1,GB,gloosf,0,Test,1747,0,A2BWXSPIQB0Z0M,29,2,oo,1
5502,1,worst,psafzotrl,1,Catch,1852,0,A2BWXSPIQB0Z0M,30,2,,0
5503,1,best,frotion,1,Catch,1772,1,A2BWXSPIQB0Z0M,31,2,,1
5504,1,BB,shlokp,1,Test,1597,0,A2BWXSPIQB0Z0M,32,2,o,1
5505,0,BG,thmeg,1,Test,2292,0,A2BWXSPIQB0Z0M,33,2,e,0
5506,1,worst,zgdokpevf,1,Catch,1684,0,A2BWXSPIQB0Z0M,34,2,,1
5507,1,GB,thrishk,0,Test,2293,0,A2BWXSPIQB0Z0M,35,2,i,1
5508,1,BB,dlooshp,1,Test,1637,0,A2BWXSPIQB0Z0M,36,2,oo,1
5509,1,worst,tmuhriz,1,Catch,1693,0,A2BWXSPIQB0Z0M,37,2,,0
5510,1,GB,frootp,0,Test,1676,0,A2BWXSPIQB0Z0M,38,2,oo,0
5594,0,GG,fleg,0,Test,4841,1,A2DAEM674ZDADH,3,0,e,0
5595,0,BG,shpiff,1,Test,1137,1,A2DAEM674ZDADH,4,0,i,1
5596,0,BG,shtot,1,Test,1516,1,A2DAEM674ZDADH,5,0,o,1
5597,0,GG,trug,0,Test,997,1,A2DAEM674ZDADH,6,0,u,0
5598,1,BB,hrootp,1,Test,885,0,A2DAEM674ZDADH,7,0,oo,0
5599,0,BG,shtip,1,Test,1069,0,A2DAEM674ZDADH,8,0,i,0
5600,1,BB,thlod,1,Test,893,0,A2DAEM674ZDADH,9,0,o,0
5601,1,BB,thlishp,1,Test,1343,1,A2DAEM674ZDADH,10,0,i,1
5602,1,GB,spooshp,0,Test,1277,0,A2DAEM674ZDADH,11,0,oo,1
5603,1,worst,wlratlumr,1,Catch,933,1,A2DAEM674ZDADH,12,0,,1
5604,1,BB,lrishk,1,Test,1493,1,A2DAEM674ZDADH,13,0,i,1
5605,1,GB,plemth,0,Test,988,1,A2DAEM674ZDADH,14,0,e,0
5606,0,BG,thnass,1,Test,1301,0,A2DAEM674ZDADH,15,0,a,1
5607,0,GG,brack,0,Test,981,0,A2DAEM674ZDADH,16,0,a,1
5608,1,GB,skrefsh,0,Test,957,0,A2DAEM674ZDADH,17,0,e,0
5609,1,worst,zgdokpevf,1,Catch,741,1,A2DAEM674ZDADH,18,0,,1
5610,0,GG,praz,0,Test,1245,1,A2DAEM674ZDADH,19,0,a,0
5611,1,best,merly,1,Catch,909,0,A2DAEM674ZDADH,20,0,,1
5612,1,worst,tmuhriz,1,Catch,1021,0,A2DAEM674ZDADH,21,0,,0
5613,1,best,frotion,1,Catch,869,0,A2DAEM674ZDADH,22,0,,1
5614,1,worst,lbafthrizk,1,Catch,925,0,A2DAEM674ZDADH,23,0,,0
5615,0,GG,sle,0,Test,893,1,A2DAEM674ZDADH,24,0,e,0
5616,1,worst,kflisgwevr,1,Catch,766,0,A2DAEM674ZDADH,25,0,,0
5617,0,GG,skun,0,Test,917,1,A2DAEM674ZDADH,26,0,u,0
5618,1,best,dellous,1,Catch,782,1,A2DAEM674ZDADH,27,0,,0
5619,1,BB,shnethk,1,Test,958,0,A2DAEM674ZDADH,28,0,e,0
5620,1,BB,dloosf,1,Test,1383,1,A2DAEM674ZDADH,29,0,oo,1
5621,1,worst,psafzotrl,1,Catch,734,0,A2DAEM674ZDADH,30,0,,0
5622,1,best,bressic,1,Catch,1014,0,A2DAEM674ZDADH,31,0,,1
5623,0,BG,thmass,1,Test,726,1,A2DAEM674ZDADH,32,0,a,0
5624,1,best,spellion,1,Catch,934,0,A2DAEM674ZDADH,33,0,,1
5625,1,GB,splokp,0,Test,893,0,A2DAEM674ZDADH,34,0,o,0
5626,1,GB,smutp,0,Test,1038,1,A2DAEM674ZDADH,35,0,u,1
5627,0,BG,shlod,1,Test,1078,1,A2DAEM674ZDADH,36,0,o,0
5628,1,GB,kloothk,0,Test,758,1,A2DAEM674ZDADH,37,0,oo,1
5629,1,best,claffer,1,Catch,1102,0,A2DAEM674ZDADH,38,0,,1
5808,1,BB,shpishk,1,Test,121251,0,A2EOJQDLBOYD6O,3,1,i,1
5809,1,best,dellous,1,Catch,5819,1,A2EOJQDLBOYD6O,4,1,,1
5810,1,worst,zgdokpevf,1,Catch,1860,0,A2EOJQDLBOYD6O,5,1,,1
