,PageID,SelectedText,WorkerID
28567,581,[u'usually more letter meant that it was probably plural. Whatever sounded better.'],A2C73Y1COWCA51
28568,577,[u'english'],A2C73Y1COWCA51
28569,575,[u'english'],A2C73Y1COWCA51
28570,579,[u'numbert of letters and how it sounded'],A2C73Y1COWCA51
28572,573,[u'male'],A2C73Y1COWCA51
28694,579,[u'I always chose the word that had an n rather than an m and the rest I tried my best to make educated guesses.'],A2CFKRHOUM182K
28696,573,[u'female'],A2CFKRHOUM182K
28697,581,[u'I tried to remember the changes I saw when learning the language.'],A2CFKRHOUM182K
28698,575,[u'English'],A2CFKRHOUM182K
28699,577,[u'English'],A2CFKRHOUM182K
29659,577,[u'English'],A2DAEM674ZDADH
29660,581,[u'The letters in the suffixes that I saw previously'],A2DAEM674ZDADH
29661,579,[u'Which letters were most commonly used in the sample words.'],A2DAEM674ZDADH
29662,573,[u'female'],A2DAEM674ZDADH
29664,575,[u'English'],A2DAEM674ZDADH
29786,579,[u'longer words'],A2DP3JH66Q96BR
29787,581,[u'less letters'],A2DP3JH66Q96BR
29788,575,[u'English'],A2DP3JH66Q96BR
29789,573,[u'female'],A2DP3JH66Q96BR
29790,577,[u'Spanish'],A2DP3JH66Q96BR
30059,581,[u'The patterns I saw in earlier words'],A2EC46CDNU5OVY
30060,577,[u'English'],A2EC46CDNU5OVY
30062,575,[u'English'],A2EC46CDNU5OVY
30063,573,[u'female'],A2EC46CDNU5OVY
30064,579,"[u""the letter combinations that I'd seen earlier""]",A2EC46CDNU5OVY
30186,581,[u'Looked for n or ng endings and chose accordingly'],A2G7N0X0PNX0EE
30188,573,[u'male'],A2G7N0X0PNX0EE
30189,579,[u'No strategies used. The last section was somewhat confusing.'],A2G7N0X0PNX0EE
30190,577,[u'English'],A2G7N0X0PNX0EE
30191,575,[u'English'],A2G7N0X0PNX0EE
30785,575,[u'English'],A2HGLB53TOG8B4
30787,581,[u'guess'],A2HGLB53TOG8B4
30788,577,[u'English'],A2HGLB53TOG8B4
30789,573,[u'female'],A2HGLB53TOG8B4
30790,579,[u'guess'],A2HGLB53TOG8B4
30912,581,[u'I tried to remember some of the examples that I looked at earlier.'],A2HNQWBBXY66ST
30913,575,[u'English'],A2HNQWBBXY66ST
30915,577,[u'English'],A2HNQWBBXY66ST
30916,579,[u'I tried to sound out the words and see if they sounded similar to the words at the beginning of the experiment.'],A2HNQWBBXY66ST
30917,573,[u'female'],A2HNQWBBXY66ST
31185,581,[u'I noticed that d changed to p and b changed to p when pluralizing the words'],A2IXBTOWQRCLPZ
31186,573,[u'female'],A2IXBTOWQRCLPZ
31188,579,[u'I went with how much each word sounded closer to the words I learned and spoke in the first section.'],A2IXBTOWQRCLPZ
31189,575,[u'English'],A2IXBTOWQRCLPZ
31190,577,[u'English'],A2IXBTOWQRCLPZ
31658,579,[u'tried to remember the combinations of consonants that went together'],A2JE9O1526N7HL
31660,577,[u'Engish'],A2JE9O1526N7HL
31661,573,[u'female'],A2JE9O1526N7HL
31662,575,[u'English'],A2JE9O1526N7HL
31663,581,[u'by using the rules I learned in the first part'],A2JE9O1526N7HL
31931,573,[u'female'],A2JSZ35FXZ38WZ
31932,579,"[u'ng, pf, d, t ']",A2JSZ35FXZ38WZ
31933,575,[u'English'],A2JSZ35FXZ38WZ
31934,577,[u'English'],A2JSZ35FXZ38WZ
31936,581,"[u""Changing b's to p's and d's to t's""]",A2JSZ35FXZ38WZ
32058,579,"[u""whichever sounded 'right'""]",A2LXPQS44US390
32059,573,[u'male'],A2LXPQS44US390
32060,581,[u'I guessed'],A2LXPQS44US390
32062,575,[u'English'],A2LXPQS44US390
32063,577,[u'English'],A2LXPQS44US390
32407,581,[u'neither n nor ng could be before fa in a plural'],A2NFKOH8HAAL1P
32408,573,[u'male'],A2NFKOH8HAAL1P
32409,579,"[u""I wasn't sure, but I favored words with n and b over m and p""]",A2NFKOH8HAAL1P
32410,575,[u'English'],A2NFKOH8HAAL1P
32411,577,[u'English'],A2NFKOH8HAAL1P
32533,577,[u'English'],A2NJ6AR78O07FD
32534,573,[u'female'],A2NJ6AR78O07FD
32535,575,[u'English'],A2NJ6AR78O07FD
32536,581,[u'I tried to pay attention to the consant changes at the ends.'],A2NJ6AR78O07FD
32538,579,[u'I tried to choose the phonetical combinations I remembered from earlier.'],A2NJ6AR78O07FD
32660,579,[u'I do not think I had one'],A2NMETDZGRDQ55
32661,575,[u'English'],A2NMETDZGRDQ55
32662,577,[u'English'],A2NMETDZGRDQ55
32663,573,[u'male'],A2NMETDZGRDQ55
32665,581,[u'I do not know'],A2NMETDZGRDQ55
33079,575,[u'English'],A2OM4UQ2WEU6K4
33080,581,[u'similar wording '],A2OM4UQ2WEU6K4
33081,579,[u'best guess'],A2OM4UQ2WEU6K4
33082,573,[u'female'],A2OM4UQ2WEU6K4
33083,577,[u'english'],A2OM4UQ2WEU6K4
33659,581,[u'I tried to figure out which were the most often used letter combos'],A2P8D05NW0B873
33660,575,[u'english'],A2P8D05NW0B873
33661,573,[u'female'],A2P8D05NW0B873
33662,579,[u'Trying to remember which combos had been in the words I saw previously'],A2P8D05NW0B873
33663,577,[u'english'],A2P8D05NW0B873
34059,573,[u'female'],A2R40R4O6G0YBY
34060,579,"[u'I noticed that the made-up language used more ns and gs, so I tried to stick with words that had that sound to them.']",A2R40R4O6G0YBY
34061,575,[u'English'],A2R40R4O6G0YBY
34062,577,[u'English'],A2R40R4O6G0YBY
34063,581,"[u'If the word ended in a d normally, to make it plural you change to d to t and add fa. If the word ended in b, you changed the b to p and added fa. Everything else, just add fa.']",A2R40R4O6G0YBY
34186,581,"[u'my memory, and how the word actually sounds']",A2SNMMSKX224GR
34187,575,[u'english'],A2SNMMSKX224GR
34188,579,"[u'sound of the word, and maybe letters used in the word sometimes']",A2SNMMSKX224GR
34189,573,[u'male'],A2SNMMSKX224GR
34191,577,[u'english'],A2SNMMSKX224GR
34313,577,[u'English'],A2SYRFPPV9WDEG
34314,581,[u'gut'],A2SYRFPPV9WDEG
34316,573,[u'male'],A2SYRFPPV9WDEG
34317,575,[u'English'],A2SYRFPPV9WDEG
34318,579,[u'gut'],A2SYRFPPV9WDEG
34687,579,[u'the consonants in the words'],A2T2EFKEXL11M9
34688,581,"[u""the consonants; b's change to p's, and d's change to t's, etc.""]",A2T2EFKEXL11M9
34689,573,[u'female'],A2T2EFKEXL11M9
34690,577,[u'English'],A2T2EFKEXL11M9
34691,575,[u'English'],A2T2EFKEXL11M9
35070,573,[u'female'],A2TT0LIJAMXB9Q
35071,581,"[u'Adding fa, n changing to m, dropping g']",A2TT0LIJAMXB9Q
35073,575,[u'English'],A2TT0LIJAMXB9Q
35074,577,[u'English'],A2TT0LIJAMXB9Q
35075,579,"[u'I saw more pfa, tfa, mfa, almost no sfa, almost no lfa, no bfa']",A2TT0LIJAMXB9Q
35197,573,[u'male'],A2TZ7BP3AX31FC
35199,575,[u'English'],A2TZ7BP3AX31FC
35200,579,"[u'There seemed to be a lot of ing, b, and ds in the made up language so I chose those options']",A2TZ7BP3AX31FC
35201,581,[u'I only caught on to the if its a n at the end of the ford than change the n to a m and add a fa.  Other than that just add a fa to the end of the word.'],A2TZ7BP3AX31FC
35202,577,[u'English'],A2TZ7BP3AX31FC
35324,575,[u'English'],A2U0PGDD0O1GBR
35325,577,[u'English'],A2U0PGDD0O1GBR
35326,579,[u'I remembered a couple of the plural rules - p-pfa and m-nfa but for the most part I went by how I pronounced the previous words.'],A2U0PGDD0O1GBR
35328,573,[u'female'],A2U0PGDD0O1GBR
35329,581,[u'I noticed that a word with m pluralized with n replacing m with an fa on the end. A word with p pluralized with pfa on the end. '],A2U0PGDD0O1GBR
35452,577,[u'english'],A2US9X4PVCAERH
35453,573,[u'female'],A2US9X4PVCAERH
35454,575,[u'english'],A2US9X4PVCAERH
35455,579,[u'it was very hard'],A2US9X4PVCAERH
35456,581,[u'I remembered which letters were plurals'],A2US9X4PVCAERH
35825,577,[u'english'],A2VP324MDCA5AX
35826,579,[u'sounded familiar'],A2VP324MDCA5AX
35827,581,[u'which letters looked familiar'],A2VP324MDCA5AX
35828,575,[u'english'],A2VP324MDCA5AX
35829,573,[u'female'],A2VP324MDCA5AX
36443,581,[u'sound of mmfa'],A2WWYGLY1SI0LM
36445,575,[u'English'],A2WWYGLY1SI0LM
36446,577,[u'English'],A2WWYGLY1SI0LM
36447,573,[u'male'],A2WWYGLY1SI0LM
36448,579,[u'What I thought sounded like the language.'],A2WWYGLY1SI0LM
36844,577,[u'english'],A2XM6C78S9L8UG
36845,581,[u'instinct from previous task of typing them'],A2XM6C78S9L8UG
36846,579,[u'memory from typing'],A2XM6C78S9L8UG
36848,575,[u'english'],A2XM6C78S9L8UG
36849,573,[u'male'],A2XM6C78S9L8UG
36972,581,"[u'the letters b and p, in some cases']",A2XPSWBZG7ING3
36973,573,[u'female'],A2XPSWBZG7ING3
36974,575,[u'English'],A2XPSWBZG7ING3
36975,577,[u'English'],A2XPSWBZG7ING3
36976,579,[u'Word that looked similar to what I typed earlier.'],A2XPSWBZG7ING3
37098,577,[u'English'],A2YTO4EY3MNYAJ
37099,579,[u'how it sounded when I pronounced the words at the beginning'],A2YTO4EY3MNYAJ
37100,581,[u'what I thought it wouuld sound like'],A2YTO4EY3MNYAJ
37101,575,[u'english'],A2YTO4EY3MNYAJ
37103,573,[u'female'],A2YTO4EY3MNYAJ
37353,579,[u'I looked for letter patterns I recognized'],A30IAM470FS5LV
37355,573,[u'female'],A30IAM470FS5LV
37356,575,[u'English'],A30IAM470FS5LV
37357,581,[u'I looked for the fa ending'],A30IAM470FS5LV
37358,577,[u'English'],A30IAM470FS5LV
37480,575,[u'english'],A315ZG72CPNAHV
37481,579,[u'I tried to remember the patterns from the previous 2 tasks'],A315ZG72CPNAHV
37483,581,[u'tried to remember what the letters were before the fp'],A315ZG72CPNAHV
37484,573,[u'female'],A315ZG72CPNAHV
37485,577,[u'english'],A315ZG72CPNAHV
37608,581,"[u'I knew that according to the pattern, if a singular word ended in the letter /n/, it would change to /m/ before becoming plural.']",A316S8XDZMY2I6
37609,577,[u'English'],A316S8XDZMY2I6
37610,579,[u'I said them aloud to myself and thought about how it sounded with all of the other words that I said aloud earlier.'],A316S8XDZMY2I6
37611,575,[u'English'],A316S8XDZMY2I6
37612,573,[u'female'],A316S8XDZMY2I6
37880,575,[u'English'],A339T475QJXO71
37881,577,[u'English'],A339T475QJXO71
37882,573,[u'female'],A339T475QJXO71
37883,579,"[u""I used letters I'd seen over and over in the made up words section""]",A339T475QJXO71
37884,581,[u'I imagined what the plural of the made up words would be'],A339T475QJXO71
38007,579,[u'i thought about the letters g and n and b'],A33B85TN97HQ33
38008,573,[u'female'],A33B85TN97HQ33
38009,575,[u'english'],A33B85TN97HQ33
38010,577,[u'english'],A33B85TN97HQ33
38012,581,[u'no strategies used'],A33B85TN97HQ33
38652,579,[u'letters and sounds'],A33ISTG0TUOG8N
38654,573,[u'female'],A33ISTG0TUOG8N
38655,577,[u'english'],A33ISTG0TUOG8N
38656,575,[u'english'],A33ISTG0TUOG8N
38657,581,[u'patterns '],A33ISTG0TUOG8N
39301,579,[u'I simply chose what most felt like a word to me.'],A33Y1HBAR4TAAD
39302,577,[u'English'],A33Y1HBAR4TAAD
39303,575,[u'English'],A33Y1HBAR4TAAD
39304,573,[u'male'],A33Y1HBAR4TAAD
39306,581,[u'I just added on the suffix to the word.'],A33Y1HBAR4TAAD
39429,575,[u'English'],A34FJBQDKVH8SR
39430,573,[u'male'],A34FJBQDKVH8SR
39431,581,[u'Try to interpret the word properly.'],A34FJBQDKVH8SR
39432,577,[u'English'],A34FJBQDKVH8SR
39433,579,[u'Interpret the letters properly.'],A34FJBQDKVH8SR
40122,579,"[u'S seemed to be rarely used, so thoes were out. After that it was mainly how the word sounded.']",A3675LEANIPGBO
40123,575,[u'English'],A3675LEANIPGBO
40125,581,"[u""Suffix fa added at the end. P's and D's if at the end of the word are changed to T's.""]",A3675LEANIPGBO
40126,573,[u'male'],A3675LEANIPGBO
40127,577,[u'English'],A3675LEANIPGBO
41511,577,[u'English'],A37MEXKALGBQWN
41512,573,[u'female'],A37MEXKALGBQWN
41514,579,"[u""i tried to say them and see if they felt similar to what i was saying earlier i didn't memorize any patterns very well""]",A37MEXKALGBQWN
41515,575,[u'English'],A37MEXKALGBQWN
41516,581,[u'i knew one pattern but other than that just tried to assimilate to what i thought the language was'],A37MEXKALGBQWN
41638,579,"[u""I thought some were words I'd seen in the beginning""]",A37WIWBWILK6F8
41639,575,[u'english'],A37WIWBWILK6F8
41640,573,[u'male'],A37WIWBWILK6F8
41641,581,"[u'the letter ""t"" followed many of the singular words']",A37WIWBWILK6F8
41643,577,[u'english'],A37WIWBWILK6F8
42257,575,[u'english'],A397CTGENAQAYU
42259,577,[u'english'],A397CTGENAQAYU
42260,579,[u'Which words sounded more like the words in the first section of the survey. '],A397CTGENAQAYU
42261,573,[u'male'],A397CTGENAQAYU
42262,581,[u'I chose words that looked and sounded like the words from the first section of the survey. '],A397CTGENAQAYU
42384,581,[u'it seemed like words ending in n changed to m and added -fa. most other words simply added -fa '],A39W28ELRPVTPU
42385,573,[u'female'],A39W28ELRPVTPU
42386,577,[u'english'],A39W28ELRPVTPU
42387,579,"[u'I excluded words that had ""t"" in the middle, and sounded them all out to see which ones sounded more like the first set of words']",A39W28ELRPVTPU
42388,575,[u'english '],A39W28ELRPVTPU
42511,581,"[u'b and p were related, d and t were related']",A3AMT99CM682YB
42512,579,"[u""more n's, p's and ng's""]",A3AMT99CM682YB
42513,575,[u'english'],A3AMT99CM682YB
42514,577,[u'english'],A3AMT99CM682YB
42515,573,[u'female'],A3AMT99CM682YB
43623,573,[u'male'],A3BRPBZ56JHNGS
43624,581,[u'changing certain consonants and adding -fa'],A3BRPBZ56JHNGS
43625,579,[u'pronunciations'],A3BRPBZ56JHNGS
43626,577,[u'English'],A3BRPBZ56JHNGS
43628,575,[u'English'],A3BRPBZ56JHNGS
43750,575,[u'english'],A3CCA1Y8WSFZEI
43752,573,[u'female'],A3CCA1Y8WSFZEI
43753,577,[u'english'],A3CCA1Y8WSFZEI
43754,581,[u'?'],A3CCA1Y8WSFZEI
43755,579,[u'?'],A3CCA1Y8WSFZEI
43878,573,[u'female'],A3CCO8URBT9YAP
43879,575,[u'English'],A3CCO8URBT9YAP
43880,579,[u'I tried to remember which ones were most similar to the words I had seen earlier'],A3CCO8URBT9YAP
43881,577,[u'English'],A3CCO8URBT9YAP
43882,581,[u'I tried to base it off the words I have seen before'],A3CCO8URBT9YAP
44004,579,"[u'where the ""m"" usually occurred in the words, where b vs p usually occurred.  Although the latter I didn\'t fully absorb.']",A3CVX7GHF3B65Q
44005,573,[u'female'],A3CVX7GHF3B65Q
44006,577,[u'English'],A3CVX7GHF3B65Q
44007,581,"[u'How the last consonant sound was changed.  For example, n would change to m.']",A3CVX7GHF3B65Q
44008,575,[u'English'],A3CVX7GHF3B65Q
44405,575,[u'English'],A3DZ85L2U5NU8U
44406,573,[u'male'],A3DZ85L2U5NU8U
44408,577,[u'English'],A3DZ85L2U5NU8U
44409,579,"[u'I thought that the last letter was included in plural, but I may have been incorrect.']",A3DZ85L2U5NU8U
44410,581,[u'I left the last letter in there & did not change it'],A3DZ85L2U5NU8U
44532,581,"[u'A ""b"" became a ""p,"" a ""p"" became a ""t""']",A3DZM81PW0QFO8
44533,577,[u'English'],A3DZM81PW0QFO8
44534,575,[u'English'],A3DZM81PW0QFO8
44535,573,[u'male'],A3DZM81PW0QFO8
44537,579,[u'Audible sound aesthetic'],A3DZM81PW0QFO8
44855,581,[u'tried to think about what made'],A3F2I6YIDU4KCC
44856,573,[u'female'],A3F2I6YIDU4KCC
44857,575,[u'english'],A3F2I6YIDU4KCC
44858,577,[u'english'],A3F2I6YIDU4KCC
44860,579,[u'common sense based on what I saw in the earlier sections'],A3F2I6YIDU4KCC
44982,573,[u'male'],A3F7NONJ6GB64T
44984,577,[u'English'],A3F7NONJ6GB64T
44985,581,[u'The one that sounded correct.'],A3F7NONJ6GB64T
44986,579,[u'The one that sounded correct.'],A3F7NONJ6GB64T
44987,575,[u'English'],A3F7NONJ6GB64T
45109,577,[u'english'],A3F870TB5FED6X
45110,573,[u'male'],A3F870TB5FED6X
45111,581,[u'd=t +fa        b=p+fa'],A3F870TB5FED6X
45112,575,[u'english'],A3F870TB5FED6X
45114,579,[u't and p did not appear in the middle of words in previous examples'],A3F870TB5FED6X
45856,581,[u'an fa ending'],A3FLS400XTDG6O
45858,579,[u'picked the words that sounded right'],A3FLS400XTDG6O
45859,577,[u'english'],A3FLS400XTDG6O
45860,573,[u'male'],A3FLS400XTDG6O
45861,575,[u'english'],A3FLS400XTDG6O
46475,573,[u'male'],A3ICWVGCEDRXS0
46476,581,[u'I just replicated the original word with fa at the end.'],A3ICWVGCEDRXS0
46478,575,[u'English'],A3ICWVGCEDRXS0
46479,577,[u'english'],A3ICWVGCEDRXS0
46480,579,[u'i had no idea so I went by which looked better'],A3ICWVGCEDRXS0
46602,579,[u'Whichever one seemed to remind me more of the previous sections.'],A3JI3B5GTVA95F
46604,577,"[u'English, Armenian']",A3JI3B5GTVA95F
46605,581,[u'The one that sounded closest to the ones in the first section.'],A3JI3B5GTVA95F
46606,573,[u'male'],A3JI3B5GTVA95F
46607,575,"[u'Bilingual English, Armenian (English is strongest)']",A3JI3B5GTVA95F
46729,575,[u'English'],A3JJ55XWL5G70U
46730,573,[u'female'],A3JJ55XWL5G70U
46731,581,"[u""Unfortunately I only used the way the words sounded to me. I didn't notice until to late that there was a pattern with the way the words were spelled. I was to late noticing that to clarify just what those patterns were. ""]",A3JJ55XWL5G70U
46733,579,[u'I have to confess this answer is the same as the last. Just the way the words sounded was the only real strategy I  was able to use.'],A3JJ55XWL5G70U
46734,577,[u'English'],A3JJ55XWL5G70U
46856,575,[u'English'],A3JZGTTE505MB0
46857,581,[u'Most plurals were similar'],A3JZGTTE505MB0
46858,573,[u'female'],A3JZGTTE505MB0
46860,579,[u'What sounded the best and sounded closer to the words in the first section.'],A3JZGTTE505MB0
46861,577,[u'English'],A3JZGTTE505MB0
47329,573,[u'female'],A3KVH7IYW9XEJX
47330,579,[u'Instinct'],A3KVH7IYW9XEJX
47332,581,[u'Instinct'],A3KVH7IYW9XEJX
47333,575,[u'English'],A3KVH7IYW9XEJX
47334,577,[u'English'],A3KVH7IYW9XEJX
47457,573,[u'female'],A3LDI9J4FZ6S0Q
47458,579,[u'sound'],A3LDI9J4FZ6S0Q
47459,577,[u'English'],A3LDI9J4FZ6S0Q
47460,575,[u'English'],A3LDI9J4FZ6S0Q
47461,581,[u'memory'],A3LDI9J4FZ6S0Q
47804,581,[u'I tried to use memory. '],A3MPHGI584PR1U
47805,573,[u'female'],A3MPHGI584PR1U
47806,579,[u'I used memory.'],A3MPHGI584PR1U
47807,575,[u'English'],A3MPHGI584PR1U
47809,577,[u'English'],A3MPHGI584PR1U
48629,573,[u'male'],A3NN4CTXTEHDOD
48631,577,[u'English'],A3NN4CTXTEHDOD
48632,579,[u'What sounded right'],A3NN4CTXTEHDOD
48633,575,[u'English'],A3NN4CTXTEHDOD
48634,581,[u'What the plurals from the first test looked like'],A3NN4CTXTEHDOD
48885,581,[u'tried to go by my memory of what the words were like'],A3OE7882P03XR4
48886,575,[u'english'],A3OE7882P03XR4
48887,573,[u'male'],A3OE7882P03XR4
48888,579,[u'same as the first section'],A3OE7882P03XR4
48889,577,[u'english'],A3OE7882P03XR4
49011,575,[u'English'],A3OV31LURU0BS7
49013,573,[u'female'],A3OV31LURU0BS7
49014,577,[u'English'],A3OV31LURU0BS7
49015,581,[u'Tried to find patterns of letters from the beginning'],A3OV31LURU0BS7
49016,579,[u'Tried to distinguish based on the patterns from the beginning'],A3OV31LURU0BS7
49138,579,[u'commonly used letters'],A3OZVB98CZDS2N
49139,581,[u'commonly used structure of words'],A3OZVB98CZDS2N
49140,573,[u'male'],A3OZVB98CZDS2N
49142,577,[u'English'],A3OZVB98CZDS2N
49143,575,[u'English'],A3OZVB98CZDS2N
49265,581,"[u'i looked at the first 3 letters of each word, there was a pattern to them unlike any patterns used in English. I chose the answer in which the first 3 letters was not normally the first 3 in an English word.']",A3PKFM9R44RYL5
49266,575,[u'English'],A3PKFM9R44RYL5
49267,579,"[u'Same as before, I looked at the first 3 letters and tried to match with what I remembered about the first set of words.']",A3PKFM9R44RYL5
49268,577,[u'English'],A3PKFM9R44RYL5
49270,573,[u'male'],A3PKFM9R44RYL5
49538,581,[u'ng=m'],A3PUU1XU4C1A3V
49539,573,[u'female'],A3PUU1XU4C1A3V
49540,577,[u'english'],A3PUU1XU4C1A3V
49542,579,[u'looked for ng'],A3PUU1XU4C1A3V
49543,575,[u'English'],A3PUU1XU4C1A3V
49666,579,[u'tried to remember what letters were used in the singular words'],A3Q0XAGQ7TD7MP
49667,575,[u'English'],A3Q0XAGQ7TD7MP
49668,577,[u'English'],A3Q0XAGQ7TD7MP
49669,573,[u'female'],A3Q0XAGQ7TD7MP
49670,581,[u'tried to remember what letters changed from the singular to plural from 1st section'],A3Q0XAGQ7TD7MP
49792,573,[u'male'],A3QJJR5Y3XE92N
49794,581,[u'tried to think back to the examples that included singular and plural and used those as a guide'],A3QJJR5Y3XE92N
49795,575,[u'english'],A3QJJR5Y3XE92N
49796,579,[u'tried to think of what combinations were normally used in previous examples and followed those'],A3QJJR5Y3XE92N
49797,577,[u'english'],A3QJJR5Y3XE92N
49920,579,"[u""Tried to remember the letters that were used and the ones that really didn't show up.""]",A3RCBCLDULJBVF
49921,581,[u'The ones that looked much like the other plural words.'],A3RCBCLDULJBVF
49922,573,[u'female'],A3RCBCLDULJBVF
49923,575,[u'English'],A3RCBCLDULJBVF
49924,577,[u'English'],A3RCBCLDULJBVF
50046,581,"[u'p to g , d to t, t to d.']",A3SYE52V5C9WVL
50048,575,[u'English'],A3SYE52V5C9WVL
50049,573,[u'male'],A3SYE52V5C9WVL
50050,579,[u'Lyrical sound'],A3SYE52V5C9WVL
50051,577,[u'English'],A3SYE52V5C9WVL
50173,577,[u'English'],A3TM85O4E7IOUU
50174,575,[u'English'],A3TM85O4E7IOUU
50175,579,[u'Previous experience with the words'],A3TM85O4E7IOUU
50177,573,[u'male'],A3TM85O4E7IOUU
50178,581,[u'Tried to remember the sequence from the beginning'],A3TM85O4E7IOUU
50301,577,[u'English'],A3UIPN31KRL05D
50302,573,[u'female'],A3UIPN31KRL05D
50303,579,[u'Familiar sounds'],A3UIPN31KRL05D
50304,575,[u'English'],A3UIPN31KRL05D
50305,581,[u'Convert D to T and B to P '],A3UIPN31KRL05D
51507,579,[u'I spoke the word aloud to see how it sounded compared to the previous words'],A41U6OAP1C4Q5
51508,577,[u'English'],A41U6OAP1C4Q5
51509,573,[u'female'],A41U6OAP1C4Q5
51511,575,[u'English'],A41U6OAP1C4Q5
51512,581,[u'I took clues from the first section and followed the directions when it told me what makes the plural form'],A41U6OAP1C4Q5
51780,573,[u'male'],A5ET25WTBJC0J
51781,575,[u'english'],A5ET25WTBJC0J
51782,579,[u'the letter m being in the word '],A5ET25WTBJC0J
51784,581,[u'the added letters on the ends of the words'],A5ET25WTBJC0J
51785,577,[u'english'],A5ET25WTBJC0J
52036,577,[u'english'],A63V6R7QCF03O
52037,579,[u'what I remembered from sounding out words'],A63V6R7QCF03O
52038,573,[u'female'],A63V6R7QCF03O
52039,581,[u'what sounded most similar to what I pronounced'],A63V6R7QCF03O
52040,575,[u'english'],A63V6R7QCF03O
52855,577,[u'English'],A6C4QNQZ1QTUG
52857,575,[u'English'],A6C4QNQZ1QTUG
52858,579,[u'Just what looked right.'],A6C4QNQZ1QTUG
52859,581,[u'I compared them to the ones I typed.'],A6C4QNQZ1QTUG
52860,573,[u'male'],A6C4QNQZ1QTUG
52982,581,"[u'if the singular ended with ng or n, then replace them with mfa to make the plural, otherwise add fa to make the plural']",A6JKKANO7F4KD
52983,577,[u'English'],A6JKKANO7F4KD
52984,575,[u'English'],A6JKKANO7F4KD
52986,579,"[u'I said them to myself and picked the most likely word; favored ng sounds, d over t, m over n']",A6JKKANO7F4KD
52987,573,[u'male'],A6JKKANO7F4KD
53455,581,"[u'I tried to remeber the word pattern like words ending withh gda or just ma, etc. and tried to correlate the new words accordingly']",A77K8W55MJEKX
53457,575,[u'english'],A77K8W55MJEKX
53458,573,[u'female'],A77K8W55MJEKX
53459,579,[u'tried to find similat words from the earlier words and use the same principle'],A77K8W55MJEKX
53460,577,[u'english'],A77K8W55MJEKX
53929,577,[u'English'],A8KX1HFH8NE2Q
53930,573,[u'male'],A8KX1HFH8NE2Q
53931,581,[u'I tried to remember the sounds that I previously pronounced and tried to hear those same sounds again in my head as I was deciding which was the right plural.'],A8KX1HFH8NE2Q
53932,575,[u'English'],A8KX1HFH8NE2Q
53933,579,[u'I tried to look at similarities with how the words were constructed and I looked for those same similarities as these wrods were presented.'],A8KX1HFH8NE2Q
54329,579,"[u""No strategies--I didn't really remember the rules of the language well enough, so I just went with my intuition.""]",A8SUBP784R59G
54330,575,[u'English'],A8SUBP784R59G
54331,577,[u'English'],A8SUBP784R59G
54333,573,[u'male'],A8SUBP784R59G
54334,581,"[u'I remembered some of the rules, such as that ""ng"" often turned into ""m"" when it appeared toward the end of words, but otherwise I just used my intuition. ']",A8SUBP784R59G
54457,581,[u'I tried to compare it to English and how it would look honestly.'],A90JBLDKW71DX
54458,575,[u'English'],A90JBLDKW71DX
54459,577,[u'English'],A90JBLDKW71DX
54460,573,[u'female'],A90JBLDKW71DX
54461,579,"[u""I tried to make my best guess because I wasn't sure how to go about it.""]",A90JBLDKW71DX
54583,577,[u'English'],A9HQFM0BWPHUI
54584,581,[u'It seemed that all plurals had the same suffix'],A9HQFM0BWPHUI
54585,573,[u'male'],A9HQFM0BWPHUI
54586,575,[u'English'],A9HQFM0BWPHUI
54588,579,[u'vowel usage with end sounds'],A9HQFM0BWPHUI
54710,573,[u'female'],A9PJRCYJEL7TJ
54711,581,[u'memory'],A9PJRCYJEL7TJ
54713,579,[u'familiarity/similarity'],A9PJRCYJEL7TJ
54714,575,[u'english'],A9PJRCYJEL7TJ
54715,577,[u'english '],A9PJRCYJEL7TJ
55925,575,[u'English'],AAJC9VIP5DOP
55926,577,[u'English'],AAJC9VIP5DOP
55928,581,[u'I noticed that the last letter changed in a plural form'],AAJC9VIP5DOP
55929,579,[u'I chose what sounded more like the words I had learned'],AAJC9VIP5DOP
55930,573,[u'female'],AAJC9VIP5DOP
56052,579,"[u'letter combinations, like ""ng""']",AAMG9JAECYHQ2
56053,577,[u'English'],AAMG9JAECYHQ2
56054,575,[u'English'],AAMG9JAECYHQ2
56056,573,[u'female'],AAMG9JAECYHQ2
56057,581,"[u'""fa"" suffix and ending letters']",AAMG9JAECYHQ2
56179,581,"[u'when a word ended in -d, the plural ended in -tfa. When it ended in b, the plural ended in -dfa. ']",ABR2LRQVCQS11
56181,575,[u'English'],ABR2LRQVCQS11
56182,573,[u'female'],ABR2LRQVCQS11
56183,577,[u'English'],ABR2LRQVCQS11
56184,579,[u'Intuition.'],ABR2LRQVCQS11
56944,575,[u'English'],ACKKPCZP2YUI4
56945,573,[u'female'],ACKKPCZP2YUI4
56946,577,[u'English'],ACKKPCZP2YUI4
56947,581,[u'I tried to remember which consonants at the end of words changed to another letter when made plural.'],ACKKPCZP2YUI4
56949,579,"[u""I mostly struggled and guessed because I had focused so much on the endings of the words that I couldn't remember which letters were commonly used in the rest of the words.""]",ACKKPCZP2YUI4
57071,579,[u'I  was focused on the letter at the end of the first sylable'],ACRKDBKAS8GM1
57072,573,[u'female'],ACRKDBKAS8GM1
57073,575,[u'english'],ACRKDBKAS8GM1
