Transaction ID,Date Initiated,Date Posted,Transaction Type,Payment Method,Recipient ID,Amount,HIT ID,Assignment ID
3PBF8RLB641X9C9TUJ6HJ4H031PLAZ,2015-05-14 13:10:43 -0700,2015-05-14 18:51:42 -0700,FeePayment,,Mechanical Turk,-0.225,3UUSLRKAUL31BNVGAAR4CNHMQY37DA,3IAEQB9FMEKIOMUB8K4ITNCMXVIWD4
3VXRL9Z8J18ABY0MH05KCS8XVDBBCX,2015-05-14 13:10:43 -0700,2015-05-14 19:17:45 -0700,AssignmentPayment,,A1VO8E1TC7IJFY,-2.250,3UUSLRKAUL31BNVGAAR4CNHMQY37DA,3XXU1SWE8MVRIPQEV3KVWRVCBN7A0F
3DHOU7PDTC9RM4EFIPSTETA1ERA6XH,2015-05-14 13:10:43 -0700,2015-05-14 18:51:42 -0700,FeePayment,,Mechanical Turk,-0.225,3UUSLRKAUL31BNVGAAR4CNHMQY37DA,3XXU1SWE8MVRIPQEV3KVWRVCBN7A0F
32N4TNCUS2LPLT1AXF476JD36GTNMG,2015-05-14 13:10:43 -0700,2015-05-14 18:10:12 -0700,AssignmentPayment,,AD1DGG7ZDRAIT,-2.250,3UUSLRKAUL31BNVGAAR4CNHMQY37DA,3NVC2EB65QZOVZNEUWGU1BBQHQSY36
3BU8XDVSVPN9VKNVKVIKTY2IY4FJ75,2015-05-14 13:10:43 -0700,2015-05-14 18:51:42 -0700,FeePayment,,Mechanical Turk,-0.225,3UUSLRKAUL31BNVGAAR4CNHMQY37DA,3NVC2EB65QZOVZNEUWGU1BBQHQSY36
3DN33T793HWO8DSRZP5BNYAHQRJRHZ,2015-05-14 13:10:43 -0700,2015-05-14 21:04:34 -0700,AssignmentPayment,,AZJ6AT27OKHJL,-2.250,3UUSLRKAUL31BNVGAAR4CNHMQY37DA,3IGI0VL647KJ5PCM6SRB8YBU8XLON2
3B374G5JCSEYS9HATHTHQE2RW8YN2X,2015-05-14 13:10:43 -0700,2015-05-14 18:51:42 -0700,FeePayment,,Mechanical Turk,-0.225,3UUSLRKAUL31BNVGAAR4CNHMQY37DA,3IGI0VL647KJ5PCM6SRB8YBU8XLON2
3P9WE2CHXCSOZF9F0TPNSAPEHKY15W,2015-05-14 13:10:44 -0700,2015-05-14 20:26:00 -0700,AssignmentPayment,,AEQ95NMC3VXQ5,-2.250,3UUSLRKAUL31BNVGAAR4CNHMQY37DA,3OUYGIZWR7YY5TWGKM2SMMK7A97P0A
3I5AN9Q2LG057MS9NTA5IFDL5QFWQA,2015-05-14 13:10:44 -0700,2015-05-14 18:51:42 -0700,FeePayment,,Mechanical Turk,-0.225,3UUSLRKAUL31BNVGAAR4CNHMQY37DA,3OUYGIZWR7YY5TWGKM2SMMK7A97P0A
3NNCC8X87IN2A1OHP96WTKGRK6Y75Z,2015-05-14 13:10:44 -0700,2015-05-14 19:34:41 -0700,AssignmentPayment,,A2DXEPC4QFV4R1,-2.250,3UUSLRKAUL31BNVGAAR4CNHMQY37DA,34YB12FSQYOPVUAO68Z3QADSCLKGM7
3EFRE779D0KJV6U299LYU8XW1JL2QZ,2015-05-14 13:10:44 -0700,2015-05-14 18:51:42 -0700,FeePayment,,Mechanical Turk,-0.225,3UUSLRKAUL31BNVGAAR4CNHMQY37DA,34YB12FSQYOPVUAO68Z3QADSCLKGM7
3DBD7PPTA2D1SXR3JCMZ5SVPSDK9DL,2015-05-14 13:10:44 -0700,2015-05-14 20:49:32 -0700,AssignmentPayment,,A3HUD3CNH2GXGW,-2.250,3UUSLRKAUL31BNVGAAR4CNHMQY37DA,31T4R4OBOSGTTFNW0G1VH1VNJ4Y7CE
3BOO6QJLXFL27M0B4XLG09XWK6Y4Y0,2015-05-14 13:10:44 -0700,2015-05-14 18:51:42 -0700,FeePayment,,Mechanical Turk,-0.225,3UUSLRKAUL31BNVGAAR4CNHMQY37DA,31T4R4OBOSGTTFNW0G1VH1VNJ4Y7CE
3F9ZMJYUIFOG1K9889ALOVZKBXVHVH,2015-05-14 13:10:45 -0700,2015-05-14 19:53:59 -0700,AssignmentPayment,,A3BBGFC0RG39HK,-2.250,3UUSLRKAUL31BNVGAAR4CNHMQY37DA,3TMFV4NEP8E67RYKRCT27VYLM4OW81
3FMVQT877FSFLRY43203WDKYSN0DGN,2015-05-14 13:10:45 -0700,2015-05-14 18:51:42 -0700,FeePayment,,Mechanical Turk,-0.225,3UUSLRKAUL31BNVGAAR4CNHMQY37DA,3TMFV4NEP8E67RYKRCT27VYLM4OW81
3Q2WIZPS1TKGLUQFI2DGW7C8CISPR1,2015-05-14 13:10:45 -0700,2015-05-14 18:46:30 -0700,AssignmentPayment,,A21SF3IKIZB0VN,-2.250,3UUSLRKAUL31BNVGAAR4CNHMQY37DA,3CFJTT4SXTQK6I9WSQXHS4TIW9I7IG
3W7PB50YAIKL2R6REX28PZ7O34ALC1,2015-05-14 13:10:45 -0700,2015-05-14 18:51:42 -0700,FeePayment,,Mechanical Turk,-0.225,3UUSLRKAUL31BNVGAAR4CNHMQY37DA,3CFJTT4SXTQK6I9WSQXHS4TIW9I7IG
30UK79JD7F63MJNYOM4KQU3A8QT17B,2015-05-14 13:10:46 -0700,2015-05-14 19:32:52 -0700,AssignmentPayment,,AIIA778I6CQZW,-2.250,3UUSLRKAUL31BNVGAAR4CNHMQY37DA,3IJXV6UZ1XJUO1TB14VNXLKIXLFIRT
3W11T4GQLJLHK27MFXZADFSMNE0WSZ,2015-05-14 13:10:46 -0700,2015-05-14 18:51:42 -0700,FeePayment,,Mechanical Turk,-0.225,3UUSLRKAUL31BNVGAAR4CNHMQY37DA,3IJXV6UZ1XJUO1TB14VNXLKIXLFIRT
307R1T9SE6WLZDSBTD3T3RZXW2GEGA,2015-05-14 13:10:46 -0700,2015-05-14 18:40:27 -0700,AssignmentPayment,,A2CKW83ERUX07J,-2.250,3UUSLRKAUL31BNVGAAR4CNHMQY37DA,3TUI152ZZBNJCUIDGILH0WTRKXZ1QG
3VKYBUA52QZKJ55P19OYZP8M5VLA1J,2015-05-14 13:10:46 -0700,2015-05-14 18:51:42 -0700,FeePayment,,Mechanical Turk,-0.225,3UUSLRKAUL31BNVGAAR4CNHMQY37DA,3TUI152ZZBNJCUIDGILH0WTRKXZ1QG
3H1MRMM611AKZJNHNP8WZBQW3JNRJ4,2015-05-14 13:10:46 -0700,2015-05-14 18:02:14 -0700,AssignmentPayment,,A1ZLF0FO5B21NS,-2.250,3UUSLRKAUL31BNVGAAR4CNHMQY37DA,3TE3O857308QDGF9C1AVA5D18PIR2R
3KKRF1TCJZA8VNWXXVC5JTZPGMUN4T,2015-05-14 13:10:46 -0700,2015-05-14 18:51:42 -0700,FeePayment,,Mechanical Turk,-0.225,3UUSLRKAUL31BNVGAAR4CNHMQY37DA,3TE3O857308QDGF9C1AVA5D18PIR2R
3ONRE5TGLUT702BR3J244QUG3GH19N,2015-05-14 13:10:47 -0700,2015-05-14 19:38:27 -0700,AssignmentPayment,,A1IZ4NX41GKU4X,-2.250,3UUSLRKAUL31BNVGAAR4CNHMQY37DA,3EFVCAY5L39K17YLKDANI54DK8GJ8U
3N7WJSGT6VYXZFZQ42UASGAA8BLWUF,2015-05-14 13:10:47 -0700,2015-05-14 18:51:42 -0700,FeePayment,,Mechanical Turk,-0.225,3UUSLRKAUL31BNVGAAR4CNHMQY37DA,3EFVCAY5L39K17YLKDANI54DK8GJ8U
35050W3M2P1P8WK0DRBF2G80GPOBEQ,2015-05-14 13:10:47 -0700,2015-05-14 19:21:16 -0700,AssignmentPayment,,A26VCAPOC667HR,-2.250,3UUSLRKAUL31BNVGAAR4CNHMQY37DA,36W0OB37HWE3UX4I537FJCL26PIHZR
3DK96K5S64DGRZEUJ7GEBEQCMR86ZE,2015-05-14 13:10:47 -0700,2015-05-14 18:51:42 -0700,FeePayment,,Mechanical Turk,-0.225,3UUSLRKAUL31BNVGAAR4CNHMQY37DA,36W0OB37HWE3UX4I537FJCL26PIHZR
3395U50T7NJ1UXD9OYBEOFWREL5U3Z,2015-05-14 13:10:47 -0700,2015-05-14 20:40:04 -0700,AssignmentPayment,,A3PLIK4J4WEWWD,-2.250,3UUSLRKAUL31BNVGAAR4CNHMQY37DA,3FFJ6VRIL1O6O79C7RC8DPJVOVEI0T
3EFMZ1YKRF5C21ISWU461GAPXSVPO1,2015-05-14 13:10:47 -0700,2015-05-14 18:51:42 -0700,FeePayment,,Mechanical Turk,-0.225,3UUSLRKAUL31BNVGAAR4CNHMQY37DA,3FFJ6VRIL1O6O79C7RC8DPJVOVEI0T
3GPSUT3CYVSYQH5ZAIHPTSYA4Q09FW,2015-05-14 13:10:48 -0700,2015-05-14 17:46:27 -0700,AssignmentPayment,,A5CMNI7B03XL,-2.250,3UUSLRKAUL31BNVGAAR4CNHMQY37DA,3KIBXJ1WD5UIXJRJ9FZVG6UQE2KOK1
3QKCXEJRTIRN6A8QAUTHD99Q8PE505,2015-05-14 13:10:48 -0700,2015-05-14 18:51:42 -0700,FeePayment,,Mechanical Turk,-0.225,3UUSLRKAUL31BNVGAAR4CNHMQY37DA,3KIBXJ1WD5UIXJRJ9FZVG6UQE2KOK1
3Q6E4EXFC07IXQ0QC16TWPT63UIOXG,2015-05-14 13:10:48 -0700,2015-05-14 21:03:40 -0700,AssignmentPayment,,A1S7H2HZ5NAS3H,-2.250,3UUSLRKAUL31BNVGAAR4CNHMQY37DA,3X4JMASXCM9W1ZV61HKRR2FIT5VB0E
32AU82A1JNZ1VOA9L7MTL2S4R9QKI0,2015-05-14 13:10:48 -0700,2015-05-14 18:51:42 -0700,FeePayment,,Mechanical Turk,-0.225,3UUSLRKAUL31BNVGAAR4CNHMQY37DA,3X4JMASXCM9W1ZV61HKRR2FIT5VB0E
30PF6JKQFX1QU9BHQAK9FQ3O78SRL6,2015-05-14 13:10:48 -0700,2015-05-14 18:55:00 -0700,AssignmentPayment,,A2QV233ZODZQG8,-2.250,3UUSLRKAUL31BNVGAAR4CNHMQY37DA,386CSBG1OZMEJGJAMOXYVSK8S8HQ65
34VC3U0JF9DMAA0BGJ5KGRJ3CD0N6E,2015-05-14 13:10:48 -0700,2015-05-14 18:51:42 -0700,FeePayment,,Mechanical Turk,-0.225,3UUSLRKAUL31BNVGAAR4CNHMQY37DA,386CSBG1OZMEJGJAMOXYVSK8S8HQ65
3QO763I7XCP2XKIFI7Z6YJC3LI84AH,2015-05-14 13:10:49 -0700,2015-05-14 20:52:39 -0700,AssignmentPayment,,AGU7OT5JMLZUM,-2.250,3UUSLRKAUL31BNVGAAR4CNHMQY37DA,3RUIQRXJBBOLB464HNV43P3B8XKLLK
34C5YNT9AOU16PTVKFOMN66B3KXZVW,2015-05-14 13:10:49 -0700,2015-05-14 18:51:42 -0700,FeePayment,,Mechanical Turk,-0.225,3UUSLRKAUL31BNVGAAR4CNHMQY37DA,3RUIQRXJBBOLB464HNV43P3B8XKLLK
3N0Y2Q8F2Z360QUNT92IN1GDBRXN74,2015-05-14 13:10:49 -0700,2015-05-14 19:20:23 -0700,AssignmentPayment,,A2AIDR177IOM7H,-2.250,3UUSLRKAUL31BNVGAAR4CNHMQY37DA,3U4J9857OEBAJAVQMG506HP51J1B7E
3HGCR0MPB0GZJ7NHQGVVCOJE832ISE,2015-05-14 13:10:49 -0700,2015-05-14 18:51:42 -0700,FeePayment,,Mechanical Turk,-0.225,3UUSLRKAUL31BNVGAAR4CNHMQY37DA,3U4J9857OEBAJAVQMG506HP51J1B7E
36J6NYFPS2I1O1MM9A16NV6S8IVBIZ,2015-05-14 13:10:49 -0700,2015-05-14 19:28:41 -0700,AssignmentPayment,,A1BD5JY0P5E1P1,-2.250,3UUSLRKAUL31BNVGAAR4CNHMQY37DA,3OSWBBLG1EXXDMZ1IP04V6QT6XSDXI
3601ZO3UYEJYA6L6HAQXDRLT27T73H,2015-05-14 13:10:49 -0700,2015-05-14 18:51:42 -0700,FeePayment,,Mechanical Turk,-0.225,3UUSLRKAUL31BNVGAAR4CNHMQY37DA,3OSWBBLG1EXXDMZ1IP04V6QT6XSDXI
3QYRTJVAJEKSM9QSXRDLMHH4YKBSPS,2015-05-14 13:10:50 -0700,2015-05-14 19:34:47 -0700,AssignmentPayment,,AVJUIF9QHQRY8,-2.250,3UUSLRKAUL31BNVGAAR4CNHMQY37DA,3T111IHZ5EQ1D008XAPAKSLFEVSR9J
3NIIKBV28U25FXCQ7BM9BLLUY6UOAJ,2015-05-14 13:10:50 -0700,2015-05-14 18:51:42 -0700,FeePayment,,Mechanical Turk,-0.225,3UUSLRKAUL31BNVGAAR4CNHMQY37DA,3T111IHZ5EQ1D008XAPAKSLFEVSR9J
3K2UGDCNCGESUWCA9DMI0BL50MKBKA,2015-05-14 13:10:50 -0700,2015-05-14 19:16:07 -0700,AssignmentPayment,,A2HCX55SX2NP1V,-2.250,3UUSLRKAUL31BNVGAAR4CNHMQY37DA,3AUQQEL7U5TBADTC6YBRSE9PWXAV03
3NKCKCW15AT1OL8AVTEQSOJDG3K757,2015-05-14 13:10:50 -0700,2015-05-14 18:51:42 -0700,FeePayment,,Mechanical Turk,-0.225,3UUSLRKAUL31BNVGAAR4CNHMQY37DA,3AUQQEL7U5TBADTC6YBRSE9PWXAV03
3VDMXBE0QK84LRPD779CZYWU6O4V5E,2015-05-14 13:10:51 -0700,2015-05-14 18:43:15 -0700,AssignmentPayment,,A186QEXJ149LP4,-2.250,3UUSLRKAUL31BNVGAAR4CNHMQY37DA,3HMVI3QICJSSLW9Z7S2BDIWTJ6IY1I
3ID0RNFZNLN0NPWNBKBZQQVZHPYQQ0,2015-05-14 13:10:51 -0700,2015-05-14 18:51:42 -0700,FeePayment,,Mechanical Turk,-0.225,3UUSLRKAUL31BNVGAAR4CNHMQY37DA,3HMVI3QICJSSLW9Z7S2BDIWTJ6IY1I
32JSIF5K0W41S6B23SJLNJ5D85GHBC,2015-05-14 13:10:51 -0700,2015-05-14 20:40:46 -0700,AssignmentPayment,,A2I6ZI8W965AC2,-2.250,3UUSLRKAUL31BNVGAAR4CNHMQY37DA,3OB0CAO74HP3P7UD9H5W55C00VEHY0
3SQGF2RN0RY1DLIQIB9AYAO41BFCWM,2015-05-14 13:10:51 -0700,2015-05-14 18:51:42 -0700,FeePayment,,Mechanical Turk,-0.225,3UUSLRKAUL31BNVGAAR4CNHMQY37DA,3OB0CAO74HP3P7UD9H5W55C00VEHY0
3BT59MIIGEQAE9IG86021X7J6HLN9G,2015-05-14 13:10:52 -0700,2015-05-14 17:22:30 -0700,AssignmentPayment,,A8028AFBBS29G,-2.250,3UUSLRKAUL31BNVGAAR4CNHMQY37DA,32XVDSJFPZXZG02H7TEEO6JR22FM2U
38M7HOMSWCTFYKFLFLQVRP12T0NIUU,2015-05-14 13:10:52 -0700,2015-05-14 18:51:42 -0700,FeePayment,,Mechanical Turk,-0.225,3UUSLRKAUL31BNVGAAR4CNHMQY37DA,32XVDSJFPZXZG02H7TEEO6JR22FM2U
3U35T46TSB1UWUEXEAHACN0ANYKXZQ,2015-05-14 13:10:52 -0700,2015-05-14 17:31:17 -0700,AssignmentPayment,,A2J5G7009DI6EE,-2.250,3UUSLRKAUL31BNVGAAR4CNHMQY37DA,39U1BHVTDLRSEDOKKQTVTUJB2OF3TR
3RUB4L15GEOR42QKFJLXZ9UD2Q5TKP,2015-05-14 13:10:52 -0700,2015-05-14 18:51:42 -0700,FeePayment,,Mechanical Turk,-0.225,3UUSLRKAUL31BNVGAAR4CNHMQY37DA,39U1BHVTDLRSEDOKKQTVTUJB2OF3TR
3M17CBE7V0OLBOQTSZJD50LT62H79Q,2015-05-14 13:10:52 -0700,2015-05-14 17:16:58 -0700,AssignmentPayment,,A2SZF8CXCU89P,-2.250,3UUSLRKAUL31BNVGAAR4CNHMQY37DA,3I33IC7ZWF2YEZTSAQO9FFOR8LW2AW
3JHDAQX0YFIBNZ1JQI5349UL44R2U4,2015-05-14 13:10:52 -0700,2015-05-14 18:51:42 -0700,FeePayment,,Mechanical Turk,-0.225,3UUSLRKAUL31BNVGAAR4CNHMQY37DA,3I33IC7ZWF2YEZTSAQO9FFOR8LW2AW
3KTGFTT0EJT48C0D2HZ73CUBSHWU5P,2015-05-14 13:10:52 -0700,2015-05-14 18:05:28 -0700,AssignmentPayment,,A3D7JEGMSYKCUJ,-2.250,3UUSLRKAUL31BNVGAAR4CNHMQY37DA,37UQDCYH6XVPSOTWRXW07TJC4BGV73
3CZ0VS4FH35FNDV8B7WAQL5PCTDPQ9,2015-05-14 13:10:52 -0700,2015-05-14 18:51:42 -0700,FeePayment,,Mechanical Turk,-0.225,3UUSLRKAUL31BNVGAAR4CNHMQY37DA,37UQDCYH6XVPSOTWRXW07TJC4BGV73
3I01JPWX3I4T22XD6QEYS329UHONBQ,2015-05-14 13:10:53 -0700,2015-05-14 18:15:38 -0700,AssignmentPayment,,A3FJCLBK3HF4PD,-2.250,3UUSLRKAUL31BNVGAAR4CNHMQY37DA,34YB12FSQYOPVUAO68Z3QADSCLOMGH
33CVHR749S8SQO4QAL5W9DMZEGYIWT,2015-05-14 13:10:53 -0700,2015-05-14 18:51:42 -0700,FeePayment,,Mechanical Turk,-0.225,3UUSLRKAUL31BNVGAAR4CNHMQY37DA,34YB12FSQYOPVUAO68Z3QADSCLOMGH
3T07FN44OOWSJOEFHC0TISC9Y5BNSS,2015-05-14 13:10:53 -0700,2015-05-14 18:39:38 -0700,AssignmentPayment,,A1RAXN7K4I7JJO,-2.250,3UUSLRKAUL31BNVGAAR4CNHMQY37DA,3NVC2EB65QZOVZNEUWGU1BBQHQX3YG
324ESR6EARCPCTO5B8L6TQCEKFIJDY,2015-05-14 13:10:53 -0700,2015-05-14 18:51:42 -0700,FeePayment,,Mechanical Turk,-0.225,3UUSLRKAUL31BNVGAAR4CNHMQY37DA,3NVC2EB65QZOVZNEUWGU1BBQHQX3YG
3T4C43YM63WGI9E22N0OSI7DC3SRN8,2015-05-14 13:10:53 -0700,2015-05-14 18:38:13 -0700,AssignmentPayment,,A26TI25HFW18OZ,-2.250,3UUSLRKAUL31BNVGAAR4CNHMQY37DA,3TMFV4NEP8E67RYKRCT27VYLM4P8WE
3PJ5A1WTINS9EOJZ9Y2I05FUI8QN80,2015-05-14 13:10:53 -0700,2015-05-14 18:51:42 -0700,FeePayment,,Mechanical Turk,-0.225,3UUSLRKAUL31BNVGAAR4CNHMQY37DA,3TMFV4NEP8E67RYKRCT27VYLM4P8WE
3L2ISIKWDTY37BVI47RGU5N6JDL4GT,2015-05-14 13:10:54 -0700,2015-05-14 18:31:03 -0700,AssignmentPayment,,A1HUM99F4LJLPS,-2.250,3UUSLRKAUL31BNVGAAR4CNHMQY37DA,3EF8EXOTT1V2Q7E0LS183VH562AJ1A
33RKSF5WTFAOIS7797R5AJW9W9801H,2015-05-14 13:10:54 -0700,2015-05-14 18:51:42 -0700,FeePayment,,Mechanical Turk,-0.225,3UUSLRKAUL31BNVGAAR4CNHMQY37DA,3EF8EXOTT1V2Q7E0LS183VH562AJ1A
3ACNKPQ07ENDYM67AJHARCHJZ2ZSRK,2015-05-14 13:10:54 -0700,2015-05-14 20:10:25 -0700,AssignmentPayment,,AC3P5IVOMONFB,-2.250,3UUSLRKAUL31BNVGAAR4CNHMQY37DA,37WLF8U1WPQS8DLF9JD1Z68ZT2Q6KU
3UESNPAPC8LT8C9ORPI0HGBIY9FOCL,2015-05-14 13:10:54 -0700,2015-05-14 18:51:42 -0700,FeePayment,,Mechanical Turk,-0.225,3UUSLRKAUL31BNVGAAR4CNHMQY37DA,37WLF8U1WPQS8DLF9JD1Z68ZT2Q6KU
38V9DBW187KNKKCDUPZYFOD9PRFBMF,2015-05-14 13:10:54 -0700,2015-05-14 19:13:26 -0700,AssignmentPayment,,A26RO8GGTQAXGG,-2.250,3UUSLRKAUL31BNVGAAR4CNHMQY37DA,3DZQRBDBSLFRZDB5VQO5JPNP0513S2
3Y50DJ3XFD7GBPMTJMTNQ8X979F77M,2015-05-14 13:10:54 -0700,2015-05-14 18:51:42 -0700,FeePayment,,Mechanical Turk,-0.225,3UUSLRKAUL31BNVGAAR4CNHMQY37DA,3DZQRBDBSLFRZDB5VQO5JPNP0513S2
36YAQILW0NMJ8V3WV0O9XIAQXUZV7T,2015-05-14 13:10:55 -0700,2015-05-14 17:45:28 -0700,AssignmentPayment,,A1QWB22PR3CG8N,-2.250,3UUSLRKAUL31BNVGAAR4CNHMQY37DA,37TD41K0AH9FCD7OOJZ6CSRJ6IFCSA
3W9RXI5NNO8C05B03O04LQA0ZDJQSP,2015-05-14 13:10:55 -0700,2015-05-14 18:51:42 -0700,FeePayment,,Mechanical Turk,-0.225,3UUSLRKAUL31BNVGAAR4CNHMQY37DA,37TD41K0AH9FCD7OOJZ6CSRJ6IFCSA
3K625B479098Y16J6HVTXTUXJ2WNU8,2015-05-14 13:10:55 -0700,2015-05-14 18:13:27 -0700,AssignmentPayment,,A14WLAP6TCEKO0,-2.250,3UUSLRKAUL31BNVGAAR4CNHMQY37DA,3FIUS151DV2P3KE2V518D5TVGZCGG3
35ITFVKXYKRMAD212EGWHQFZWSYJF9,2015-05-14 13:10:55 -0700,2015-05-14 18:51:42 -0700,FeePayment,,Mechanical Turk,-0.225,3UUSLRKAUL31BNVGAAR4CNHMQY37DA,3FIUS151DV2P3KE2V518D5TVGZCGG3
3MK2IGEUNJWSSPRYK8Y1QGUV8KZP16,2015-05-14 13:10:55 -0700,2015-05-14 21:06:52 -0700,AssignmentPayment,,A1ZF2GZ2ZRV8OY,-2.250,3UUSLRKAUL31BNVGAAR4CNHMQY37DA,308XBLVESI4K1TF5VU36BYG52VVRBT
34MXYFRDZS1NR7006MKLDVZL8IAKMG,2015-05-14 13:10:55 -0700,2015-05-14 18:51:42 -0700,FeePayment,,Mechanical Turk,-0.225,3UUSLRKAUL31BNVGAAR4CNHMQY37DA,308XBLVESI4K1TF5VU36BYG52VVRBT
3MT2DPDS4EWT1937MRIBWMDQ03PPTE,2015-05-14 13:10:56 -0700,2015-05-14 20:12:05 -0700,AssignmentPayment,,ARSXA2ZPDMVVL,-2.250,3UUSLRKAUL31BNVGAAR4CNHMQY37DA,3OVR4I9USPJ04TFW304JYU0UWHBQ4K
36A3QS4CT6D0ZPQ5AO83FN7ROGNLEU,2015-05-14 13:10:56 -0700,2015-05-14 18:51:42 -0700,FeePayment,,Mechanical Turk,-0.225,3UUSLRKAUL31BNVGAAR4CNHMQY37DA,3OVR4I9USPJ04TFW304JYU0UWHBQ4K
363TFFE0AZZQE1JZE8M5RRI1NNWSTX,2015-05-14 13:10:56 -0700,2015-05-14 20:36:16 -0700,AssignmentPayment,,A3V4RQCV749KKJ,-2.250,3UUSLRKAUL31BNVGAAR4CNHMQY37DA,3PH3VY7DJLXLRNZ702TFKFVPLD0WZB
34H62CE3VWE85AT2NGOV74BLJLSOEE,2015-05-14 13:10:56 -0700,2015-05-14 18:51:42 -0700,FeePayment,,Mechanical Turk,-0.225,3UUSLRKAUL31BNVGAAR4CNHMQY37DA,3PH3VY7DJLXLRNZ702TFKFVPLD0WZB
3R4Q2NUZMHVJ3SO8FZ76QMD6U1W1D4,2015-05-14 13:10:56 -0700,2015-05-14 18:29:12 -0700,AssignmentPayment,,A8PM8FMPL99QB,-2.250,3UUSLRKAUL31BNVGAAR4CNHMQY37DA,3M0BCWMB8VWP9PWRUODCYXOMUABWB2
36XN47ELYO5EGOJVE3RZV1GN4ZWWYD,2015-05-14 13:10:57 -0700,2015-05-14 18:51:42 -0700,FeePayment,,Mechanical Turk,-0.225,3UUSLRKAUL31BNVGAAR4CNHMQY37DA,3M0BCWMB8VWP9PWRUODCYXOMUABWB2
3CYJ3FHLMCF5RTNOJ3MKS96MK8CSVD,2015-05-14 13:10:57 -0700,2015-05-14 18:22:56 -0700,AssignmentPayment,,A71WS46EWRAAM,-2.250,3UUSLRKAUL31BNVGAAR4CNHMQY37DA,3NG53N1RLVJGNI1JFQF7F1QPT8VP8B
3IWT6QXROBB6POPTTBEJ77WXW17OGV,2015-05-14 13:10:57 -0700,2015-05-14 18:51:42 -0700,FeePayment,,Mechanical Turk,-0.225,3UUSLRKAUL31BNVGAAR4CNHMQY37DA,3NG53N1RLVJGNI1JFQF7F1QPT8VP8B
3QO763I7XCP2XKIFI7Z6YJC3MK6A4Q,2015-05-15 13:46:07 -0700,2015-05-15 18:32:42 -0700,AssignmentPayment,,A1TLNLB9D87H6,-2.250,3XDSWAMB22S1CDUH6D5ZS8GZAPRQC1,3S3AMIZX3U59AOO6RT4HHT5J5HNDC3
39AUVJRILEJQURCARF87SAAYGZN5PD,2015-05-15 13:46:07 -0700,2015-05-15 18:08:48 -0700,FeePayment,,Mechanical Turk,-0.225,3XDSWAMB22S1CDUH6D5ZS8GZAPRQC1,3S3AMIZX3U59AOO6RT4HHT5J5HNDC3
3PVIZTMM9O8TYORU6C5JSX8V1QMNTJ,2015-05-15 13:46:07 -0700,2015-05-15 17:19:30 -0700,AssignmentPayment,,AVI7K876BV3QL,-2.250,3XDSWAMB22S1CDUH6D5ZS8GZAPRQC1,3MAOD8E57QA6ZYQE7JE7RB2NK3CXN6
3NMABV6SFAMU4Z2573WQZ8UZKTGJES,2015-05-15 13:46:08 -0700,2015-05-15 18:08:48 -0700,FeePayment,,Mechanical Turk,-0.225,3XDSWAMB22S1CDUH6D5ZS8GZAPRQC1,3MAOD8E57QA6ZYQE7JE7RB2NK3CXN6
3T4C43YM63WGI9E22N0OSI7DD5ORN9,2015-05-15 13:46:08 -0700,2015-05-15 17:44:46 -0700,AssignmentPayment,,A18U96VTGHOXKM,-2.250,3XDSWAMB22S1CDUH6D5ZS8GZAPRQC1,3QFUFYSY9YF3D4PNPKTPMVWGPHL4FR
3PJ5A1WTINS9EOJZ9Y2I05FUIAMN80,2015-05-15 13:46:08 -0700,2015-05-15 18:08:48 -0700,FeePayment,,Mechanical Turk,-0.225,3XDSWAMB22S1CDUH6D5ZS8GZAPRQC1,3QFUFYSY9YF3D4PNPKTPMVWGPHL4FR
3X9LH6MO7N73SVNWSFJ7IFBHQO7IPT,2015-05-15 13:46:08 -0700,2015-05-15 21:01:16 -0700,AssignmentPayment,,A1NN1PI53A4CRF,-2.250,3XDSWAMB22S1CDUH6D5ZS8GZAPRQC1,38JBBYETQOAB7QPRU99J4DBGDG64E9
35QGNI6WWHTJ36Z1DXJD69RGU6MEA7,2015-05-15 13:46:08 -0700,2015-05-15 18:08:48 -0700,FeePayment,,Mechanical Turk,-0.225,3XDSWAMB22S1CDUH6D5ZS8GZAPRQC1,38JBBYETQOAB7QPRU99J4DBGDG64E9
3SI6DV2GKVOJW33QJG36CHUWQBND0F,2015-05-15 13:46:09 -0700,2015-05-15 20:41:52 -0700,AssignmentPayment,,A12J4IRF5Z06BT,-2.250,3XDSWAMB22S1CDUH6D5ZS8GZAPRQC1,3YDTZAI2WXGCNPVFILE4XTSMO7741V
3W48CHIXRHXJQOGEXLM3NDB5DFN8LK,2015-05-15 13:46:09 -0700,2015-05-15 18:08:48 -0700,FeePayment,,Mechanical Turk,-0.225,3XDSWAMB22S1CDUH6D5ZS8GZAPRQC1,3YDTZAI2WXGCNPVFILE4XTSMO7741V
3VQ8NTP7L1O8BGVJB75YTFWGYB2NVZ,2015-05-15 13:46:09 -0700,2015-05-15 19:42:16 -0700,AssignmentPayment,,A1ZB2NY0F9QNP0,-2.250,3XDSWAMB22S1CDUH6D5ZS8GZAPRQC1,36WLNQG78ZAVSPA09OJ6CRHMN8SBER
